[03:44:23] umvc3_shaderdump loaded
[03:44:23] IAT hook installed: Direct3DCreate9 was 00007FF87F8FC0C0
[03:44:23] Direct3DCreate9(32) -> 000000001AF921E0
[03:44:23]   hooked slot 16  CreateDevice         00007FF803767E80 in gameoverlayrenderer64.dll
[03:44:23] CreateDevice ok, device 000000001B1FAF20 - hooking its vtable
[03:44:23]   hooked slot 91  CreateVertexShader   00007FF87F8F7800 in d3d9.dll
[03:44:23]   hooked slot 106 CreatePixelShader    00007FF87F8C5C80 in d3d9.dll
[03:44:23]   hooked slot 92  SetVertexShader      00007FF87F90C2A0 in d3d9.dll
[03:44:23]   hooked slot 107 SetPixelShader       00007FF87F90B6B0 in d3d9.dll
[03:44:23] device hooked; shaders will be written to C:\Program Files (x86)\Steam\steamapps\common\ULTIMATE MARVEL VS. CAPCOM 3\shaderdump
[03:44:24] pixel  shader #1117    796 bytes  crc 2F6CF4A6  version 3_0  -> ps_1117_2F6CF4A6.bin
[03:44:24] pixel  shader #1118   2784 bytes  crc B54D0D1A  version 3_0  -> ps_1118_B54D0D1A.bin
[03:44:24] pixel  shader #1119   2680 bytes  crc E7A48CEE  version 3_0  -> ps_1119_E7A48CEE.bin
[03:44:24] pixel  shader #1120   1548 bytes  crc 73A08831  version 3_0  -> ps_1120_73A08831.bin
[03:44:24] pixel  shader #1121    452 bytes  crc ACDEA687  version 3_0  -> ps_1121_ACDEA687.bin
[03:44:24] pixel  shader #1122   1780 bytes  crc A481593F  version 3_0  -> ps_1122_A481593F.bin
[03:44:24] pixel  shader #1123   1316 bytes  crc 4BD66D4C  version 3_0  -> ps_1123_4BD66D4C.bin
[03:44:24] pixel  shader #1124   2880 bytes  crc 28ECD6C0  version 3_0  -> ps_1124_28ECD6C0.bin
[03:44:24] pixel  shader #1125   1400 bytes  crc CEE6C6A4  version 3_0  -> ps_1125_CEE6C6A4.bin
[03:44:24] pixel  shader #1126   1772 bytes  crc 870E91FE  version 3_0  -> ps_1126_870E91FE.bin
[03:44:24] pixel  shader #1127   2652 bytes  crc B447C555  version 3_0  -> ps_1127_B447C555.bin
[03:44:24] pixel  shader #1128   2268 bytes  crc 193D919D  version 3_0  -> ps_1128_193D919D.bin
[03:44:24] pixel  shader #1129   3776 bytes  crc 2E50434E  version 3_0  -> ps_1129_2E50434E.bin
[03:44:24] pixel  shader #1130    456 bytes  crc 5FD37D77  version 3_0  -> ps_1130_5FD37D77.bin
[03:44:24] pixel  shader #1131   1240 bytes  crc CDDC54E5  version 3_0  -> ps_1131_CDDC54E5.bin
[03:44:24] pixel  shader #1132   2124 bytes  crc 108A0503  version 3_0  -> ps_1132_108A0503.bin
[03:44:24] pixel  shader #1133   1912 bytes  crc 7B67C57D  version 3_0  -> ps_1133_7B67C57D.bin
[03:44:24] pixel  shader #1134   2168 bytes  crc 5046D947  version 3_0  -> ps_1134_5046D947.bin
[03:44:24] pixel  shader #1135   2584 bytes  crc 46C6B36B  version 3_0  -> ps_1135_46C6B36B.bin
[03:44:24] pixel  shader #1136   2108 bytes  crc 3BFBF344  version 3_0  -> ps_1136_3BFBF344.bin
[03:44:24] pixel  shader #1137   2076 bytes  crc FF35DE6B  version 3_0  -> ps_1137_FF35DE6B.bin
[03:44:24] pixel  shader #1138   1636 bytes  crc 8A53C816  version 3_0  -> ps_1138_8A53C816.bin
[03:44:24] pixel  shader #1139   1488 bytes  crc CF96283D  version 3_0  -> ps_1139_CF96283D.bin
[03:44:24] pixel  shader #1140   2248 bytes  crc 833CC613  version 3_0  -> ps_1140_833CC613.bin
[03:44:24] pixel  shader #1141   2780 bytes  crc 5E895AC9  version 3_0  -> ps_1141_5E895AC9.bin
[03:44:24] pixel  shader #1142   2176 bytes  crc 4E858BDE  version 3_0  -> ps_1142_4E858BDE.bin
[03:44:24] pixel  shader #1143   2072 bytes  crc 3A24A694  version 3_0  -> ps_1143_3A24A694.bin
[03:44:24] pixel  shader #1144    728 bytes  crc 93B38301  version 3_0  -> ps_1144_93B38301.bin
[03:44:24] pixel  shader #1145   3756 bytes  crc 15509CF8  version 3_0  -> ps_1145_15509CF8.bin
[03:44:24] pixel  shader #1146   2780 bytes  crc C6DAE09A  version 3_0  -> ps_1146_C6DAE09A.bin
[03:44:24] pixel  shader #1147   1760 bytes  crc 62DC3591  version 3_0  -> ps_1147_62DC3591.bin
[03:44:24] pixel  shader #1148   2220 bytes  crc 43773A70  version 3_0  -> ps_1148_43773A70.bin
[03:44:24] pixel  shader #1149   3936 bytes  crc 1427390B  version 3_0  -> ps_1149_1427390B.bin
[03:44:24] pixel  shader #1150   2224 bytes  crc 8859A033  version 3_0  -> ps_1150_8859A033.bin
[03:44:24] pixel  shader #1151   2808 bytes  crc 92278AFD  version 3_0  -> ps_1151_92278AFD.bin
[03:44:24] pixel  shader #1152   2652 bytes  crc 84457DC0  version 3_0  -> ps_1152_84457DC0.bin
[03:44:24] pixel  shader #1153    960 bytes  crc 328EB62E  version 3_0  -> ps_1153_328EB62E.bin
[03:44:24] pixel  shader #1154   3644 bytes  crc C6546ABD  version 3_0  -> ps_1154_C6546ABD.bin
[03:44:24] pixel  shader #1155   1168 bytes  crc AED686A9  version 3_0  -> ps_1155_AED686A9.bin
[03:44:24] pixel  shader #1156    536 bytes  crc C8A8F0AC  version 3_0  -> ps_1156_C8A8F0AC.bin
[03:44:24] pixel  shader #1157   2240 bytes  crc 2A0F864A  version 3_0  -> ps_1157_2A0F864A.bin
[03:44:24] pixel  shader #1158   1764 bytes  crc 229170FC  version 3_0  -> ps_1158_229170FC.bin
[03:44:24] pixel  shader #1159    480 bytes  crc 9F676CA5  version 3_0  -> ps_1159_9F676CA5.bin
[03:44:24] pixel  shader #1160   2192 bytes  crc 59FE5AD6  version 3_0  -> ps_1160_59FE5AD6.bin
[03:44:24] pixel  shader #1161   3888 bytes  crc AB1B56CE  version 3_0  -> ps_1161_AB1B56CE.bin
[03:44:24] pixel  shader #1162   1644 bytes  crc 2A9953CD  version 3_0  -> ps_1162_2A9953CD.bin
[03:44:24] pixel  shader #1163   2444 bytes  crc F26F67CD  version 3_0  -> ps_1163_F26F67CD.bin
[03:44:24] pixel  shader #1164   4008 bytes  crc 7100E38D  version 3_0  -> ps_1164_7100E38D.bin
[03:44:24] pixel  shader #1165    596 bytes  crc C03FC984  version 3_0  -> ps_1165_C03FC984.bin
[03:44:24] pixel  shader #1166   2080 bytes  crc BDA75DA8  version 3_0  -> ps_1166_BDA75DA8.bin
[03:44:24] pixel  shader #1167   3444 bytes  crc 1043671D  version 3_0  -> ps_1167_1043671D.bin
[03:44:24] pixel  shader #1168   2796 bytes  crc 6371B542  version 3_0  -> ps_1168_6371B542.bin
[03:44:24] pixel  shader #1169   3492 bytes  crc 34EBB0A2  version 3_0  -> ps_1169_34EBB0A2.bin
[03:44:24] pixel  shader #1170   1240 bytes  crc 8098236D  version 3_0  -> ps_1170_8098236D.bin
[03:44:24] pixel  shader #1171   1128 bytes  crc 2606E029  version 3_0  -> ps_1171_2606E029.bin
[03:44:24] pixel  shader #1172   2976 bytes  crc 389890B9  version 3_0  -> ps_1172_389890B9.bin
[03:44:24] pixel  shader #1173   2420 bytes  crc E3D4E2C3  version 3_0  -> ps_1173_E3D4E2C3.bin
[03:44:24] pixel  shader #1174   2128 bytes  crc 5FB07F04  version 3_0  -> ps_1174_5FB07F04.bin
[03:44:24] pixel  shader #1175   1852 bytes  crc 1A80AB42  version 3_0  -> ps_1175_1A80AB42.bin
[03:44:24] pixel  shader #1176   2516 bytes  crc E2898B4C  version 3_0  -> ps_1176_E2898B4C.bin
[03:44:24] pixel  shader #1177   4476 bytes  crc 348BF129  version 3_0  -> ps_1177_348BF129.bin
[03:44:24] pixel  shader #1178   2940 bytes  crc 3F8B09CB  version 3_0  -> ps_1178_3F8B09CB.bin
[03:44:24] pixel  shader #1179   1452 bytes  crc AF8E4D6D  version 3_0  -> ps_1179_AF8E4D6D.bin
[03:44:24] pixel  shader #1180   1976 bytes  crc F96144C0  version 3_0  -> ps_1180_F96144C0.bin
[03:44:24] pixel  shader #1181   2900 bytes  crc ABE45A0C  version 3_0  -> ps_1181_ABE45A0C.bin
[03:44:24] pixel  shader #1182   2568 bytes  crc 66306176  version 3_0  -> ps_1182_66306176.bin
[03:44:24] pixel  shader #1183   2636 bytes  crc 4F7A7BF5  version 3_0  -> ps_1183_4F7A7BF5.bin
[03:44:24] pixel  shader #1184   2264 bytes  crc A7C81026  version 3_0  -> ps_1184_A7C81026.bin
[03:44:24] pixel  shader #1185   3392 bytes  crc F151F252  version 3_0  -> ps_1185_F151F252.bin
[03:44:24] pixel  shader #1186   1680 bytes  crc 4A042550  version 3_0  -> ps_1186_4A042550.bin
[03:44:24] pixel  shader #1187   2736 bytes  crc 561264F1  version 3_0  -> ps_1187_561264F1.bin
[03:44:24] pixel  shader #1188   2068 bytes  crc 9D9915D8  version 3_0  -> ps_1188_9D9915D8.bin
[03:44:24] pixel  shader #1189   2640 bytes  crc 44F99183  version 3_0  -> ps_1189_44F99183.bin
[03:44:24] pixel  shader #1190   1576 bytes  crc 223D4029  version 3_0  -> ps_1190_223D4029.bin
[03:44:24] pixel  shader #1191   3752 bytes  crc 56B1F7ED  version 3_0  -> ps_1191_56B1F7ED.bin
[03:44:24] pixel  shader #1192   4608 bytes  crc ED6891ED  version 3_0  -> ps_1192_ED6891ED.bin
[03:44:24] pixel  shader #1193   3732 bytes  crc ED6FC81A  version 3_0  -> ps_1193_ED6FC81A.bin
[03:44:24] pixel  shader #1194   1468 bytes  crc B7D1C174  version 3_0  -> ps_1194_B7D1C174.bin
[03:44:24] pixel  shader #1195   1652 bytes  crc 486BE3AB  version 3_0  -> ps_1195_486BE3AB.bin
[03:44:24] pixel  shader #1196   1268 bytes  crc 9234D632  version 3_0  -> ps_1196_9234D632.bin
[03:44:24] pixel  shader #1197   2504 bytes  crc 6FFC970C  version 3_0  -> ps_1197_6FFC970C.bin
[03:44:24] pixel  shader #1198   2472 bytes  crc 56829CC7  version 3_0  -> ps_1198_56829CC7.bin
[03:44:24] pixel  shader #1199   2888 bytes  crc C4151A22  version 3_0  -> ps_1199_C4151A22.bin
[03:44:24] pixel  shader #1200   1656 bytes  crc D59619D7  version 3_0  -> ps_1200_D59619D7.bin
[03:44:24] pixel  shader #1201   1524 bytes  crc EBF76018  version 3_0  -> ps_1201_EBF76018.bin
[03:44:24] pixel  shader #1202   2052 bytes  crc 8502D079  version 3_0  -> ps_1202_8502D079.bin
[03:44:24] pixel  shader #1203   2748 bytes  crc 4E96E73C  version 3_0  -> ps_1203_4E96E73C.bin
[03:44:24] pixel  shader #1204   2324 bytes  crc DEE19662  version 3_0  -> ps_1204_DEE19662.bin
[03:44:24] pixel  shader #1205   3684 bytes  crc DC940850  version 3_0  -> ps_1205_DC940850.bin
[03:44:24] pixel  shader #1206   3040 bytes  crc 2A5FB64F  version 3_0  -> ps_1206_2A5FB64F.bin
[03:44:24] pixel  shader #1207   2336 bytes  crc 9906B198  version 3_0  -> ps_1207_9906B198.bin
[03:44:24] pixel  shader #1208   1584 bytes  crc 95F3CF5E  version 3_0  -> ps_1208_95F3CF5E.bin
[03:44:24] pixel  shader #1209   2176 bytes  crc 9EB795BD  version 3_0  -> ps_1209_9EB795BD.bin
[03:44:24] pixel  shader #1210   2056 bytes  crc 006EDC5D  version 3_0  -> ps_1210_006EDC5D.bin
[03:44:24] pixel  shader #1211   3260 bytes  crc 43F403B0  version 3_0  -> ps_1211_43F403B0.bin
[03:44:24] pixel  shader #1212   3176 bytes  crc A3DBEE32  version 3_0  -> ps_1212_A3DBEE32.bin
[03:44:24] pixel  shader #1213   1192 bytes  crc 4B8EE711  version 3_0  -> ps_1213_4B8EE711.bin
[03:44:24] pixel  shader #1214   1212 bytes  crc 987FBEC4  version 3_0  -> ps_1214_987FBEC4.bin
[03:44:24] pixel  shader #1215   1108 bytes  crc 348CCABF  version 3_0  -> ps_1215_348CCABF.bin
[03:44:24] pixel  shader #1216   3544 bytes  crc 08D79879  version 3_0  -> ps_1216_08D79879.bin
[03:44:24] pixel  shader #1217   1744 bytes  crc F852992A  version 3_0  -> ps_1217_F852992A.bin
[03:44:24] pixel  shader #1218    512 bytes  crc EFAC3A77  version 3_0  -> ps_1218_EFAC3A77.bin
[03:44:24] pixel  shader #1219    376 bytes  crc 31CF0548  version 3_0  -> ps_1219_31CF0548.bin
[03:44:24] pixel  shader #1220   2656 bytes  crc 9F10050B  version 3_0  -> ps_1220_9F10050B.bin
[03:44:24] pixel  shader #1221   2188 bytes  crc 32DA1702  version 3_0  -> ps_1221_32DA1702.bin
[03:44:24] pixel  shader #1222   1616 bytes  crc 2F67C612  version 3_0  -> ps_1222_2F67C612.bin
[03:44:24] pixel  shader #1223   2808 bytes  crc 770594C4  version 3_0  -> ps_1223_770594C4.bin
[03:44:24] pixel  shader #1224   2472 bytes  crc AB0E0D18  version 3_0  -> ps_1224_AB0E0D18.bin
[03:44:24] pixel  shader #1225   1236 bytes  crc 26005990  version 3_0  -> ps_1225_26005990.bin
[03:44:24] pixel  shader #1226   1772 bytes  crc EB12DCB7  version 3_0  -> ps_1226_EB12DCB7.bin
[03:44:24] pixel  shader #1227   5804 bytes  crc 413ECADF  version 3_0  -> ps_1227_413ECADF.bin
[03:44:24] pixel  shader #1228   4168 bytes  crc 5CE9DA1D  version 3_0  -> ps_1228_5CE9DA1D.bin
[03:44:24] pixel  shader #1229   2964 bytes  crc 72FB74A2  version 3_0  -> ps_1229_72FB74A2.bin
[03:44:24] pixel  shader #1230   2208 bytes  crc CA177DAD  version 3_0  -> ps_1230_CA177DAD.bin
[03:44:24] pixel  shader #1231    956 bytes  crc D655B3B5  version 3_0  -> ps_1231_D655B3B5.bin
[03:44:24] pixel  shader #1232    512 bytes  crc F45D1343  version 3_0  -> ps_1232_F45D1343.bin
[03:44:24] pixel  shader #1233   2340 bytes  crc 70C9B3D3  version 3_0  -> ps_1233_70C9B3D3.bin
[03:44:24] pixel  shader #1234   3396 bytes  crc D357F8EE  version 3_0  -> ps_1234_D357F8EE.bin
[03:44:24] pixel  shader #1235   3236 bytes  crc 602E8668  version 3_0  -> ps_1235_602E8668.bin
[03:44:24] pixel  shader #1236   2300 bytes  crc 4A4653F2  version 3_0  -> ps_1236_4A4653F2.bin
[03:44:24] pixel  shader #1237   2816 bytes  crc 638AC1FC  version 3_0  -> ps_1237_638AC1FC.bin
[03:44:24] pixel  shader #1238   1712 bytes  crc F27C5D3B  version 3_0  -> ps_1238_F27C5D3B.bin
[03:44:24] pixel  shader #1239   1876 bytes  crc 265D29E7  version 3_0  -> ps_1239_265D29E7.bin
[03:44:24] pixel  shader #1240   4356 bytes  crc 7E2D8342  version 3_0  -> ps_1240_7E2D8342.bin
[03:44:24] pixel  shader #1241   2740 bytes  crc A850C045  version 3_0  -> ps_1241_A850C045.bin
[03:44:24] pixel  shader #1242   2124 bytes  crc 4728D979  version 3_0  -> ps_1242_4728D979.bin
[03:44:24] pixel  shader #1243   2064 bytes  crc EAFF1C7F  version 3_0  -> ps_1243_EAFF1C7F.bin
[03:44:24] pixel  shader #1244   1296 bytes  crc 01D30609  version 3_0  -> ps_1244_01D30609.bin
[03:44:24] pixel  shader #1245   2672 bytes  crc 93554FEC  version 3_0  -> ps_1245_93554FEC.bin
[03:44:24] pixel  shader #1246    764 bytes  crc 1C273A5F  version 3_0  -> ps_1246_1C273A5F.bin
[03:44:24] pixel  shader #1247   2008 bytes  crc 2360B987  version 3_0  -> ps_1247_2360B987.bin
[03:44:24] pixel  shader #1248    500 bytes  crc 79310983  version 3_0  -> ps_1248_79310983.bin
[03:44:24] pixel  shader #1249   3032 bytes  crc FB61823F  version 3_0  -> ps_1249_FB61823F.bin
[03:44:24] pixel  shader #1250   3756 bytes  crc 7C3BF529  version 3_0  -> ps_1250_7C3BF529.bin
[03:44:24] pixel  shader #1251   1084 bytes  crc B24AB99A  version 3_0  -> ps_1251_B24AB99A.bin
[03:44:24] pixel  shader #1252   2456 bytes  crc E562FA26  version 3_0  -> ps_1252_E562FA26.bin
[03:44:24] pixel  shader #1253   2948 bytes  crc B0A81CF4  version 3_0  -> ps_1253_B0A81CF4.bin
[03:44:24] pixel  shader #1254   2384 bytes  crc DF39F338  version 3_0  -> ps_1254_DF39F338.bin
[03:44:24] pixel  shader #1255   4388 bytes  crc 31693BDE  version 3_0  -> ps_1255_31693BDE.bin
[03:44:24] pixel  shader #1256    860 bytes  crc 01400EEB  version 3_0  -> ps_1256_01400EEB.bin
[03:44:24] pixel  shader #1257   1124 bytes  crc 1A685E4D  version 3_0  -> ps_1257_1A685E4D.bin
[03:44:24] pixel  shader #1258   1484 bytes  crc BB98D22B  version 3_0  -> ps_1258_BB98D22B.bin
[03:44:24] pixel  shader #1259   1176 bytes  crc 1BB4074F  version 3_0  -> ps_1259_1BB4074F.bin
[03:44:24] pixel  shader #1260    972 bytes  crc 433B3062  version 3_0  -> ps_1260_433B3062.bin
[03:44:24] pixel  shader #1261    544 bytes  crc 62BA656D  version 3_0  -> ps_1261_62BA656D.bin
[03:44:24] pixel  shader #1262   3132 bytes  crc 14C7C06C  version 3_0  -> ps_1262_14C7C06C.bin
[03:44:24] pixel  shader #1263   2084 bytes  crc C368C921  version 3_0  -> ps_1263_C368C921.bin
[03:44:24] pixel  shader #1264   2572 bytes  crc 1B913B15  version 3_0  -> ps_1264_1B913B15.bin
[03:44:24] pixel  shader #1265   1728 bytes  crc A5FE0FB5  version 3_0  -> ps_1265_A5FE0FB5.bin
[03:44:24] pixel  shader #1266   1476 bytes  crc 0E773505  version 3_0  -> ps_1266_0E773505.bin
[03:44:24] pixel  shader #1267   2380 bytes  crc 3CC2EB23  version 3_0  -> ps_1267_3CC2EB23.bin
[03:44:24] pixel  shader #1268   3428 bytes  crc 12D2FFC3  version 3_0  -> ps_1268_12D2FFC3.bin
[03:44:24] pixel  shader #1269    512 bytes  crc 014B79D9  version 3_0  -> ps_1269_014B79D9.bin
[03:44:24] pixel  shader #1270   1788 bytes  crc F03559F2  version 3_0  -> ps_1270_F03559F2.bin
[03:44:24] pixel  shader #1271   1636 bytes  crc 62FEE2CE  version 3_0  -> ps_1271_62FEE2CE.bin
[03:44:24] pixel  shader #1272   1380 bytes  crc 743AB2F7  version 3_0  -> ps_1272_743AB2F7.bin
[03:44:24] pixel  shader #1273   2308 bytes  crc CEFC444C  version 3_0  -> ps_1273_CEFC444C.bin
[03:44:24] pixel  shader #1274   1144 bytes  crc 6C2FC5A4  version 3_0  -> ps_1274_6C2FC5A4.bin
[03:44:24] pixel  shader #1275   2008 bytes  crc 72395C22  version 3_0  -> ps_1275_72395C22.bin
[03:44:24] pixel  shader #1276   2316 bytes  crc D9297D48  version 3_0  -> ps_1276_D9297D48.bin
[03:44:24] pixel  shader #1277   2948 bytes  crc A606BCB1  version 3_0  -> ps_1277_A606BCB1.bin
[03:44:24] pixel  shader #1278   2452 bytes  crc 0756AAC8  version 3_0  -> ps_1278_0756AAC8.bin
[03:44:24] pixel  shader #1279   2324 bytes  crc 27C46104  version 3_0  -> ps_1279_27C46104.bin
[03:44:24] pixel  shader #1280   3208 bytes  crc 2D616C3A  version 3_0  -> ps_1280_2D616C3A.bin
[03:44:24] pixel  shader #1281   4352 bytes  crc D9CB047E  version 3_0  -> ps_1281_D9CB047E.bin
[03:44:24] pixel  shader #1282   2736 bytes  crc 57A3053D  version 3_0  -> ps_1282_57A3053D.bin
[03:44:24] pixel  shader #1283    952 bytes  crc 8FCC0171  version 3_0  -> ps_1283_8FCC0171.bin
[03:44:24] pixel  shader #1284   3908 bytes  crc 2CD4D970  version 3_0  -> ps_1284_2CD4D970.bin
[03:44:24] pixel  shader #1285   2616 bytes  crc A59601B7  version 3_0  -> ps_1285_A59601B7.bin
[03:44:24] pixel  shader #1286   3764 bytes  crc 6AB4FD60  version 3_0  -> ps_1286_6AB4FD60.bin
[03:44:24] pixel  shader #1287   2132 bytes  crc F3F083C1  version 3_0  -> ps_1287_F3F083C1.bin
[03:44:24] pixel  shader #1288   4852 bytes  crc B1C0E5DE  version 3_0  -> ps_1288_B1C0E5DE.bin
[03:44:24] pixel  shader #1289   1588 bytes  crc 0D30F675  version 3_0  -> ps_1289_0D30F675.bin
[03:44:24] pixel  shader #1290    768 bytes  crc 4DAA87C1  version 3_0  -> ps_1290_4DAA87C1.bin
[03:44:24] pixel  shader #1291   1924 bytes  crc 05E9171F  version 3_0  -> ps_1291_05E9171F.bin
[03:44:24] pixel  shader #1292    860 bytes  crc D096784C  version 3_0  -> ps_1292_D096784C.bin
[03:44:24] pixel  shader #1293   3688 bytes  crc 84A910AC  version 3_0  -> ps_1293_84A910AC.bin
[03:44:24] pixel  shader #1294   3540 bytes  crc FFBF02DD  version 3_0  -> ps_1294_FFBF02DD.bin
[03:44:24] pixel  shader #1295   1484 bytes  crc 0D7A9742  version 3_0  -> ps_1295_0D7A9742.bin
[03:44:24] pixel  shader #1296   4472 bytes  crc C84EC023  version 3_0  -> ps_1296_C84EC023.bin
[03:44:24] pixel  shader #1297   2756 bytes  crc 350D5D77  version 3_0  -> ps_1297_350D5D77.bin
[03:44:24] pixel  shader #1298    548 bytes  crc 26B925D9  version 3_0  -> ps_1298_26B925D9.bin
[03:44:24] pixel  shader #1299   2688 bytes  crc 5E18D7F2  version 3_0  -> ps_1299_5E18D7F2.bin
[03:44:24] pixel  shader #1300   2720 bytes  crc 754D0253  version 3_0  -> ps_1300_754D0253.bin
[03:44:24] pixel  shader #1301   2364 bytes  crc E9D0F9D2  version 3_0  -> ps_1301_E9D0F9D2.bin
[03:44:24] pixel  shader #1302   2288 bytes  crc E5FFD810  version 3_0  -> ps_1302_E5FFD810.bin
[03:44:24] pixel  shader #1303   2208 bytes  crc 177046C8  version 3_0  -> ps_1303_177046C8.bin
[03:44:24] pixel  shader #1304   3024 bytes  crc 0A42D9E7  version 3_0  -> ps_1304_0A42D9E7.bin
[03:44:24] pixel  shader #1305   2136 bytes  crc F6D69648  version 3_0  -> ps_1305_F6D69648.bin
[03:44:24] pixel  shader #1306   4224 bytes  crc 1430D472  version 3_0  -> ps_1306_1430D472.bin
[03:44:24] pixel  shader #1307   1564 bytes  crc 8940E65B  version 3_0  -> ps_1307_8940E65B.bin
[03:44:24] pixel  shader #1308   4464 bytes  crc D7FEE713  version 3_0  -> ps_1308_D7FEE713.bin
[03:44:24] pixel  shader #1309   3420 bytes  crc E8E5CDC2  version 3_0  -> ps_1309_E8E5CDC2.bin
[03:44:24] pixel  shader #1310   2832 bytes  crc C5A377EE  version 3_0  -> ps_1310_C5A377EE.bin
[03:44:24] pixel  shader #1311   1068 bytes  crc 384708D9  version 3_0  -> ps_1311_384708D9.bin
[03:44:24] pixel  shader #1312   2904 bytes  crc 8187D1AE  version 3_0  -> ps_1312_8187D1AE.bin
[03:44:24] pixel  shader #1313   2056 bytes  crc 5D8C9492  version 3_0  -> ps_1313_5D8C9492.bin
[03:44:24] pixel  shader #1314   2336 bytes  crc 1F2099EF  version 3_0  -> ps_1314_1F2099EF.bin
[03:44:24] pixel  shader #1315   2684 bytes  crc 214130C4  version 3_0  -> ps_1315_214130C4.bin
[03:44:24] pixel  shader #1316   3836 bytes  crc 253A3F1A  version 3_0  -> ps_1316_253A3F1A.bin
[03:44:24] pixel  shader #1317   4532 bytes  crc 4EDE3AE0  version 3_0  -> ps_1317_4EDE3AE0.bin
[03:44:24] pixel  shader #1318   2564 bytes  crc 54F7298E  version 3_0  -> ps_1318_54F7298E.bin
[03:44:24] pixel  shader #1319   2152 bytes  crc 67C4F692  version 3_0  -> ps_1319_67C4F692.bin
[03:44:24] pixel  shader #1320   2532 bytes  crc C9E07C3E  version 3_0  -> ps_1320_C9E07C3E.bin
[03:44:24] pixel  shader #1321   1644 bytes  crc 2D229CED  version 3_0  -> ps_1321_2D229CED.bin
[03:44:24] pixel  shader #1322   2100 bytes  crc 0334C681  version 3_0  -> ps_1322_0334C681.bin
[03:44:24] pixel  shader #1323   1076 bytes  crc A667F12F  version 3_0  -> ps_1323_A667F12F.bin
[03:44:24] pixel  shader #1324   1988 bytes  crc 62D18C88  version 3_0  -> ps_1324_62D18C88.bin
[03:44:24] pixel  shader #1325   2508 bytes  crc 619F98D9  version 3_0  -> ps_1325_619F98D9.bin
[03:44:24] pixel  shader #1326    232 bytes  crc 9C65D5B7  version 3_0  -> ps_1326_9C65D5B7.bin
[03:44:24] pixel  shader #1327   1548 bytes  crc 7B99A88D  version 3_0  -> ps_1327_7B99A88D.bin
[03:44:24] pixel  shader #1328   1572 bytes  crc B998739D  version 3_0  -> ps_1328_B998739D.bin
[03:44:24] pixel  shader #1329   3176 bytes  crc A436CFD4  version 3_0  -> ps_1329_A436CFD4.bin
[03:44:24] pixel  shader #1330    868 bytes  crc C0F5EA95  version 3_0  -> ps_1330_C0F5EA95.bin
[03:44:24] pixel  shader #1331   1792 bytes  crc 56282F06  version 3_0  -> ps_1331_56282F06.bin
[03:44:24] pixel  shader #1332   1268 bytes  crc 60B2076D  version 3_0  -> ps_1332_60B2076D.bin
[03:44:24] pixel  shader #1333    540 bytes  crc A0B2579C  version 3_0  -> ps_1333_A0B2579C.bin
[03:44:24] pixel  shader #1334   1632 bytes  crc C033953A  version 3_0  -> ps_1334_C033953A.bin
[03:44:24] pixel  shader #1335   3152 bytes  crc D99B5276  version 3_0  -> ps_1335_D99B5276.bin
[03:44:24] pixel  shader #1336   1452 bytes  crc B1CBA5CA  version 3_0  -> ps_1336_B1CBA5CA.bin
[03:44:24] pixel  shader #1337   3600 bytes  crc A2A8A932  version 3_0  -> ps_1337_A2A8A932.bin
[03:44:24] pixel  shader #1338   2384 bytes  crc DBA550CD  version 3_0  -> ps_1338_DBA550CD.bin
[03:44:24] pixel  shader #1339   2692 bytes  crc 627642D1  version 3_0  -> ps_1339_627642D1.bin
[03:44:24] pixel  shader #1340   2156 bytes  crc 0D8498B1  version 3_0  -> ps_1340_0D8498B1.bin
[03:44:24] pixel  shader #1341   1052 bytes  crc C76105D8  version 3_0  -> ps_1341_C76105D8.bin
[03:44:24] pixel  shader #1342   1040 bytes  crc B31046A2  version 3_0  -> ps_1342_B31046A2.bin
[03:44:24] pixel  shader #1343   3132 bytes  crc F3CCCB99  version 3_0  -> ps_1343_F3CCCB99.bin
[03:44:24] pixel  shader #1344   2960 bytes  crc E9C11E47  version 3_0  -> ps_1344_E9C11E47.bin
[03:44:24] pixel  shader #1345   2936 bytes  crc 064133AD  version 3_0  -> ps_1345_064133AD.bin
[03:44:24] pixel  shader #1346   1448 bytes  crc 84AD974D  version 3_0  -> ps_1346_84AD974D.bin
[03:44:24] pixel  shader #1347   1920 bytes  crc 667F2182  version 3_0  -> ps_1347_667F2182.bin
[03:44:24] pixel  shader #1348   2272 bytes  crc 1270D06E  version 3_0  -> ps_1348_1270D06E.bin
[03:44:24] pixel  shader #1349   3404 bytes  crc D6CD211E  version 3_0  -> ps_1349_D6CD211E.bin
[03:44:24] pixel  shader #1350   2664 bytes  crc 69022390  version 3_0  -> ps_1350_69022390.bin
[03:44:24] pixel  shader #1351   2128 bytes  crc 8F744953  version 3_0  -> ps_1351_8F744953.bin
[03:44:24] pixel  shader #1352   2788 bytes  crc FA60DFDA  version 3_0  -> ps_1352_FA60DFDA.bin
[03:44:24] pixel  shader #1353   2900 bytes  crc 69A20E60  version 3_0  -> ps_1353_69A20E60.bin
[03:44:24] pixel  shader #1354   1140 bytes  crc 003CBA16  version 3_0  -> ps_1354_003CBA16.bin
[03:44:24] pixel  shader #1355   1500 bytes  crc A57339E4  version 3_0  -> ps_1355_A57339E4.bin
